id,ident,type,name,latitude_deg,longitude_deg,municipality
27659,YJST,small_airport,Hubert Wilkins Airstrip,-33.19208451,138.6155319,Jamestown
27716,YLFD,small_airport,Lakefield Airport,-14.9207,144.203,Lakefield
27818,YMVM,small_airport,Mangrove Mountain Airport,-33.285122,151.212738,Mangrove Mountain
27765,YMEL,small_airport,Melton Airport,-37.61669922,144.56700134277300,Melton
27703,YKYB,small_airport,Kyabram Airport,-36.33248237,144.9720669,Private Airfield in the Shire of Campaspe
32732,YRID,small_airport,Riddell Airport,-37.48,144.718002,Riddell
27881,YPEF,small_airport,Penfield Airfield,-37.51330185,144.697998,Sunbury
28002,YTQY,small_airport,Torquay Airport,-38.29999924,144.36500549316400,Torquay
32734,YTFA,small_airport,Truro Flat Airpark,-34.39830017,139.38499450683600,Truro Flat
316629,AU-0107,small_airport,Midway,-32.672544,115.789526,
44626,YWGM,small_airport,White Gum Air Park,-31.863947,116.936094,York
26959,YCNM,medium_airport,Coonamble Airport,-30.98329926,148.37600708007800,
27037,YLRD,medium_airport,Lightning Ridge Airport,-29.45669937,147.98399353027300,
26923,YBOU,medium_airport,Boulia Airport,-22.91329956,139.89999389648400,
26957,YCMU,medium_airport,Cunnamulla Airport,-28.03000069,145.6219940185550,
27154,YTGM,medium_airport,Thargomindah Airport,-27.9864006,143.81100463867200,
27168,YWDH,medium_airport,Windorah Airport,-25.41309929,142.66700744628900,
27158,YTNG,medium_airport,Thangool Airport,-24.4939003,150.5760040283200,Biloela
27137,YSHK,medium_airport,Shark Bay Airport,-25.89389992,113.5770035,Denham
26980,YELD,medium_airport,Elcho Island Airport,-12.01939964,135.5709991,Elcho Island
26981,YEML,medium_airport,Emerald Airport,-23.56749916,148.1790009,Emerald
26994,YGLA,medium_airport,Gladstone Airport,-23.869699,151.223007,Gladstone
26998,YGTE,medium_airport,Groote Eylandt Airport,-13.97500038,136.4600067,Groote Eylandt
27032,YLEO,medium_airport,Leonora Airport,-28.87809944,121.31500244140600,Leonora
27055,YMGD,medium_airport,Maningrida Airport,-12.05609989,134.2339935,Maningrida
27081,YNAR,medium_airport,Narrandera Airport,-34.70220184,146.5119934,Narrandera
26973,YDMG,small_airport,Doomadgee Airport,-17.9403,138.822006,
27077,YMTI,small_airport,Mornington Island Airport,-16.66250038,139.17799377441400,
27098,YPAM,small_airport,Palm Island Airport,-18.75530052,146.58099365234400,
27126,YRMD,small_airport,Richmond Airport,-20.70190048,143.11500549316400,
27964,YSRN,small_airport,Strahan Airport,-42.15499878,145.29200744628900,
27670,YKBR,small_airport,Kalbarri Airport,-27.692813,114.259169,Kalbarri
27059,YMHU,small_airport,McArthur River Mine Airport,-16.44249916,136.0839996,McArthur River Mine
27054,YMGB,small_airport,Milingimbi Airport,-12.09440041,134.8939972,Milingimbi Island
27121,YPWR,small_airport,Woomera Airfield,-31.14419937,136.81700134277300,Woomera
27053,YMES,medium_airport,RAAF Base East Sale,-38.09889984,147.1490021,
26928,YBRN,medium_airport,Balranald Airport,-34.62360001,143.5780029296880,
26992,YGFN,medium_airport,Grafton Airport,-29.75939941,153.02999877929700,
27174,YWLG,medium_airport,Walgett Airport,-30.03280067,148.12600708007800,
27186,YYNG,medium_airport,Young Airport,-34.25559998,148.2480010986330,
27083,YNGU,medium_airport,Ngukurr Airport,-14.72280025,134.7469940185550,
26951,YCEE,medium_airport,Cleve Airport,-33.70970154,136.5050048828130,
27010,YHPN,medium_airport,Hopetoun Airport,-35.71530151,142.36000061035200,
27022,YKER,medium_airport,Kerang Airport,-35.75139999,143.93899536132800,
27172,YWKB,medium_airport,Warracknabeal Airport,-36.32109833,142.41900634765600,
26954,YCIN,medium_airport,RAAF Base Curtin,-17.58139992,123.8280029,
26971,YDBY,medium_airport,Derby Airport,-17.37000084,123.66100311279300,
27152,YTEF,medium_airport,Telfer Airport,-21.71500015,122.22899627685500,
26890,YAPH,medium_airport,Alpha Airport,-23.646099,146.584,Alpha
27182,YWWL,medium_airport,West Wyalong Airport,-33.93719864,147.1909943,West Wyalong
26942,YCAS,small_airport,Casino Airport,-28.88279915,153.06700134277300,
26983,YEVD,small_airport,Evans Head Aerodrome,-29.09329987,153.4199981689450,
27056,YMGI,small_airport,Mungindi Airport,-28.9666996,149.05799865722700,
27123,YQDI,small_airport,Quirindi Airport,-31.49060059,150.51400756835900,
27314,YACS,small_airport,Acacia Downs Airport,-31.41670036,141.89999389648400,
27357,YBBA,small_airport,Barraba Airport,-30.38330078,150.60000610351600,
27378,YBGY,small_airport,Biniguy Airport,-29.50499916,150.19200134277300,
27381,YBIA,small_airport,Bingara Airport,-29.79999924,150.5330047607420,
27403,YBOG,small_airport,Boggabri Airport,-30.7166996,150.0500030517580,
27405,YBOM,small_airport,Bombala Airport,-36.90499878,149.1820068,
27465,YCLY,small_airport,Coleambally Airport,-34.79999924,145.85000610351600,
27466,YCMH,small_airport,Camden Haven Airport,-31.66500092,152.74200439453100,
27491,YCUA,small_airport,Cudal Airport,-33.27830124,148.76300048828100,
27581,YGCR,small_airport,Gloucester Airport,-32.04999924,151.98300170898400,
27640,YINO,small_airport,Inverell North Airport,-29.76670074,151.16700744628900,
27666,YKAT,small_airport,Katoomba Airport,-33.66830063,150.322998,
27776,YMIG,small_airport,Mittagong Airport,-34.46670151,150.5,
27816,YMUR,small_airport,Murwillumbah Airport,-28.33169937,153.41299438476600,
27868,YOOB,closed,Cooranbong Airport,-33.06011175,151.4618969,
27880,YPEC,small_airport,Lake Macquarie Airport,-33.0667,151.647995,
27887,YPKH,small_airport,Peak Hill Airport,-32.75,148.1999969482420,
28001,YTOT,small_airport,Tottenham Airport,-32.24829865,147.3679962158200,
28013,YTYH,small_airport,Tyagarah Airport,-28.59469604,153.5511017,
28036,YWCH,small_airport,Walcha Airport,-31,151.56700134277300,
28071,YWRL,small_airport,Warialda Airport,-29.5333004,150.5330047607420,
28077,YWTO,small_airport,Wentworth Airport,-34.0882988,141.89199829101600,
29789,YCLA,small_airport,Clare Station Airport,-33.4068985,143.94000244140600,
30209,YOBR,small_airport,Old Bar Heritage Airport,-31.96529961,152.59100341796900,
30399,YSCA,small_airport,Scotia Sanctuary Airport,-33.2071991,141.1730042,
38294,YCNX,small_airport,Cooranga Airport,-29.06669998,150.76699829101600,
27347,YAUS,small_airport,Austral Downs Airport,-20.5,137.75,
27363,YBCR,small_airport,Batchelor Airport,-13.06669998,131.0330047607420,
27621,YHMB,small_airport,Hermannsburg Airport,-23.93000031,132.80499267578100,
27741,YLUC,small_airport,Lucy Creek Airport,-22.4666996,136.26699829101600,
27757,YMCR,small_airport,Manners Creek Airport,-22.10000038,137.98300170898400,
27914,YRBR,small_airport,Robinson River Airport,-16.71829987,136.9450073,
38250,YBKS,small_airport,Barkly Wayside Inn Airport,-19.70919991,135.81900024414100,
27000,YGTN,small_airport,Georgetown Airport,-18.30500031,143.52999877929700,
27013,YIFL,small_airport,Innisfail Airport,-17.55940056,146.01199340820300,
27143,YSPE,small_airport,Stanthorpe Airport,-28.62030029,151.99099731445300,
27167,YWCK,small_airport,Warwick Airport,-28.14940071,151.9429931640630,
27311,YABI,small_airport,Abingdon Downs Airport,-17.61669922,143.1670074,
27319,YAGD,small_airport,Augustus Downs Airport,-18.51499939,139.8780059814450,
27325,YAMC,small_airport,Aramac Airport,-22.9666996,145.24200439453100,
27400,YBOA,small_airport,Boonah Airport,-28.01670074,152.6820068359380,
27427,YBWR,small_airport,Bolwarra Airport,-17.38829994,144.1690063,
27468,YCMW,small_airport,Camooweal Airport,-19.9116993,138.125,
27502,YDAJ,small_airport,Dajarra Airport,-21.70829964,139.5330047607420,
27526,YDPD,small_airport,Davenport Downs Airport,-24.14999962,141.10800170898400,
27582,YGDS,small_airport,Gregory Downs Airport,-18.625,139.23300170898400,
27603,YGNV,small_airport,Greenvale Airport,-18.9966,145.0136,
27616,YHDY,small_airport,Headingly Airport,-21.33329964,138.2830047607420,
27633,YIFY,small_airport,Iffley Airport,-18.89999962,141.2169952392580,
27650,YJDA,small_airport,Jundah Airport,-24.8416996,143.05799865722700,
27705,YLAH,small_airport,Lawn Hill Airport,-18.56830025,138.63499450683600,
27760,YMDA,small_airport,Mundubbera Airport,-25.5916996,151.31700134277300,
27786,YMLS,small_airport,Miles Airport,-26.80830002,150.1750031,
27798,YMOU,small_airport,Moura Airport,-24.61170006,149.9949951171880,
27873,YOSB,small_airport,Osborne Mine Airport,-22.08169937,140.5549927,
27913,YRBB,small_airport,Rainbow Beach Airport,-25.83329964,153.06700134277300,
27925,YROB,small_airport,Robinhood Airport,-18.84499931,143.7100067138670,
27972,YSWE,small_airport,Sweers Island Resort Airport,-17.12170029,139.59800720214800,
27980,YTCK,small_airport,Torrens Creek Airport,-20.7833004,145,
27982,YTDR,small_airport,Theodore Airport,-24.99329948,150.09300231933600,
27996,YTMB,small_airport,Tambo Airport,-24.85000038,146.2830047607420,
28016,YUDA,small_airport,Undara Airport,-18.20000076,144.60000610351600,
28017,YUDG,small_airport,Urandangi Airport,-21.59000015,138.35800170898400,
28073,YWSG,small_airport,Watts Bridge Airport,-27.09830093,152.4600067138670,
28087,YYAK,small_airport,Yalkulka Airport,-16.73329926,145.33299255371100,
28104,LGRS,small_airport,Logan Reserve Airport,-27.70829964,153.10499572753900,
38266,YBWM,small_airport,Bulimba Airport,-16.88080025,143.4790039,
38267,YBWT,small_airport,Bowthorn Airport,-18.08329964,138.27499389648400,
38381,YHEC,small_airport,Heck Field Airport,-27.7675,153.339444,
38382,YHEG,small_airport,Hells Gate Airport,-17.4666996,138.36700439453100,
38443,YLRN,small_airport,Lorraine Station Airport,-22.5333004,143.51699829101600,
27085,YNRC,small_airport,Naracoorte Airport,-36.98529816,140.72500610351600,
27094,YOOM,small_airport,Moomba Airport,-28.09939957,140.19700622558600,
27181,YWUD,small_airport,Wudinna Airport,-33.04330063,135.44700622558600,
27424,YBVA,small_airport,Balaklava Airport,-34.08430099,138.33399963378900,
27446,YCDH,small_airport,Cadney Homestead Airport,-27.9083004,134.05299377441400,
27497,YCWL,small_airport,Cowell Airport,-33.66669846,136.89199829101600,
27578,YGAW,small_airport,Gawler Airport,-34.599934,138.719055,
27636,YIMB,small_airport,Kimba Airport,-33.09999847,136.4600067138670,
27639,YINN,small_airport,Innamincka Airport,-27.70000076,140.73300170898400,
27673,YKDI,small_airport,Kadina Airport,-33.97669983,137.66000366210900,
27682,YKIG,small_airport,Kingston Airport,-36.82329941,139.875,
27784,YMLD,small_airport,Maitland Airport,-34.39279938,137.7169952392580,
27803,YMRE,small_airport,Marree Airport,-29.66329956,138.06500244140600,
27812,YMTX,small_airport,Mount Dare Airport,-26.06170082,135.2469940185550,
27854,YNUB,small_airport,Nullabor Motel Airport,-31.44169998,130.90199279785200,
27939,YRYK,small_airport,Rawnsley Park Airport,-31.65352821,138.60952758789100,
27990,YTIN,small_airport,Tintinara Airport,-35.86669922,140.06700134277300,
28094,YYOR,small_airport,Yorketown Airport,-35,137.61700439453100,
38515,YNIN,small_airport,Meningie Airport,-35.70000076,139.33299255371100,
38534,YOOK,small_airport,Cook Airport,-30.61829948,130.4060059,
27967,YSTH,small_airport,St Helens Airport,-41.33670044,148.28199768066400,
28072,YWRT,small_airport,Waratah Airport,-41.45000076,145.5500030517580,
38315,YDAR,small_airport,Darlington Airport,-42.57274087,148.0691814,
38478,YMLC,small_airport,Mole Creek Airport,-41.53329849,146.33299255371100,
27335,YAPO,small_airport,Apollo Bay Airport,-38.77493023,143.6611748,
27376,YBGR,small_airport,Bridgewater Airport,-36.61669922,143.9499969482420,
27422,YBUP,small_airport,Bunyip Airport,-38.01670074,145.75,
27457,YCHL,small_airport,Charlton Airport,-36.25,143.3000030517580,
27548,YELS,small_airport,Earlston Airport,-36.59628677,145.72186279296900,
27580,YGBO,small_airport,Gabo Island Airport,-37.56669998,149.89999389648400,
27645,YITT,small_airport,Mitta Mitta Airport,-36.51387874,147.3590183,
27709,YLBO,small_airport,Lake Bolac Airport,-37.68330002,142.88299560546900,
27743,YLVB,small_airport,Lovely Banks Airport,-38.03329849,144.33299255371100,
27768,YMFD,small_airport,Mansfield Airport,-37.06669998,146.1170044,
27883,YPID,small_airport,Phillip Island Airport,-38.52330017,145.32699584960900,
28028,YWAN,closed,Wallan Airport,-37.43330002,144.98800659179700,
28092,YYEA,small_airport,Yeaburn Airport,-37.17279816,145.32200622558600,
38281,YCES,small_airport,Ceres Airport,-38.14830017,144.25799560546900,
38312,YCWO,small_airport,Chatsworth Airport,-37.83330154,142.7169952392580,
38351,YFCK,small_airport,Fish Creek Airport,-38.71500015,146.05299377441400,
38428,YLET,small_airport,Lakes Entrance Airport,-37.87919998,147.98699951171900,
38438,YLOD,small_airport,Longwood Airport,-36.80780029,145.45700073242200,
38540,YOUY,small_airport,Ouyen Airport,-35.08901243,142.3544884,
38649,YWLP,small_airport,Wilsons Promontory Airport,-39.1310997,146.4250030517580,
42791,AU-0028,small_airport,Moonambel Airfield,-36.97166824,143.28611755371100,
42792,YSLE,small_airport,St Leonards Airfield,-38.17010117,144.68899536132800,
26966,YCUN,small_airport,Cunderdin Airport,-31.62220001,117.21700286865200,
27062,YMJM,small_airport,Manjimup Airport,-34.26530075,116.13999938964800,
27087,YNRV,small_airport,Ravensthorpe Airport,-33.79719925,120.2080002,
27165,YWBR,small_airport,Warburton Airport,-26.12829971,126.58300018310500,
27372,YBEV,small_airport,Beverley Airport,-32.13330078,116.94999694824200,
27384,YBIU,small_airport,Ballidu Airport,-30.59329987,116.77999877929700,
27436,YCAG,small_airport,Caiguna Airport,-32.26499939,125.49299621582000,
27464,YCLQ,small_airport,Cape Leveque Airport,-16.39830017,122.93199920654300,
27572,YFTA,small_airport,Forrestania Airport,-32.58000183,119.7030029296880,
27585,YGGE,small_airport,Golden Grove Airport,-28.764898,116.972656,
27664,YKAL,small_airport,Kalumburu Airport,-14.28829956,126.63200378418000,
27692,YKNG,small_airport,Katanning Airport,-33.71670151,117.63300323486300,
27696,YKOJ,small_airport,Kojonup Airport,-33.76670074,117.13300323486300,
27707,YLAW,small_airport,Lawlers Airport,-28.08329964,120.5,
27714,YLEA,small_airport,Leeman Airport,-29.969953,114.983131,
27717,YLGC,small_airport,Lake Grace Airport,-33.13330078,118.4000015258790,
27750,YMAU,small_airport,Mount Augusta Airport,-24.29999924,116.91699981689500,
27752,YMBL,small_airport,Marble Bar Airport,-21.16329956,119.83300018310500,
27847,YNPD,small_airport,Napier Downs Airport,-17.31669998,124.8499984741210,
27848,YNRB,small_airport,Narembeen Airport,-32.11669922,118.41699981689500,
27906,YQDG,small_airport,Quairading Airport,-32,117.4000015258790,
27987,YTHS,small_airport,Three Springs Airport,-29.52791093,115.8580399,
28050,YWIT,small_airport,Wittenoom Airport,-22.21829987,118.3479995727540,
28075,YWSX,small_airport,Westonia Airport,-31.33329964,118.66699981689500,
38204,AU-0005,small_airport,Myrup fly in estate Airport,-33.79370117,121.9580002,
38210,AU-0011,small_airport,Wheeler Field,-32.787491,115.7894826,
38217,AU-0018,small_airport,Preston Field - Blair Howe,-33.01879883,115.7009964,
38251,YBLB,small_airport,Billabong Road House Airport,-26.81669998,114.61699676513700,
38274,YCAJ,small_airport,Cadjebut Airport,-18.70000076,125.9000015258790,
38333,YDWU,small_airport,Dalwallinu Airport,-30.20000076,116.6500015258790,
38386,YHLM,small_airport,Hillman Farm Airport,-33.26390076,116.81500244140600,
38486,YMNF,small_airport,Manfred Airport,-26.45000076,116.55000305175800,
38489,YMNT,small_airport,Mornington Station Airport,-17.39360046,126.22899627685500,
38506,YMYR,small_airport,Myroodan Station Airport,-18.11669922,124.26699829101600,
38636,YWDJ,small_airport,Windjana Grove Airport,-17.42138759,124.925108,
38678,YYRK,small_airport,York Airport,-31.85510063,116.79900360107400,
38213,AU-0014,small_airport,Abrolhos East Wallabi Island Airport,-28.43785,113.7355833,Abrolhos
38434,YLKN,small_airport,Lake Nash Airport,-20.9807,137.9178,Alpurrurulam
27344,YATN,small_airport,Atherton Airport,-17.26169968,145.5149994,Atherton
30808,AU-BYX,small_airport,Baniyala Airport,-13.19810009,136.227005,Baniyala
32720,YBUU,small_airport,Bungle Bungle Airport,-17.54529953,128.3070068359380,Bungle Bungle
27516,YDLW,small_airport,Daly Waters Airport,-16.26469507,133.383379,Daly Waters
30959,AU-DYM,small_airport,Diamantina Lakes Airport,-23.76169968,141.14500427246100,Diamantina Lakes
27510,YDKI,small_airport,Dunk Island Airport,-17.94169998,146.1399994,Dunk Island
38347,YEUA,small_airport,Euroa Aerodrome,-36.74470139,145.5130005,Euroa
27593,YGKL,small_airport,Great Keppel Is Airport,-23.18330002,150.9420013,Great Keppel Island
31606,AU-HLV,small_airport,Helenvale Airport,-15.6857996,145.21499633789100,Helenvale
27900,YPSH,small_airport,Penneshaw Airport,-35.75584629,137.9628754,Ironstone
27665,YKAP,small_airport,Kapunda Airport,-34.25,138.91700744628900,Kapunda
38407,YKCA,small_airport,Kings Canyon Airport,-24.26000023,131.4900055,Kings Canyon Resort
38211,AU-0012,small_airport,Lake Clifton Airstrip,-32.79093552,115.6708832,Lake Clifton
27766,YMEO,small_airport,Merton Airport,-36.967704,145.707616,Merton
31995,AU-MYO,small_airport,Camballin Airport,-18.12470055,124.27200317382800,Myroodah
32007,YNHS,small_airport,Nambucca Heads Airport,-30.64999962,153,Nambucca Heads
27782,YMKT,small_airport,Emkaytee (Unlic) Airport,-12.609664,131.054381,Noonamah
32109,AU-OKB,small_airport,Orchid Beach Airport,-24.95940018,153.3150024,Orchid Beach
38203,AU-0004,small_airport,Langley Park Airstrip,-31.96122932,115.8678665,Perth
27156,YTMO,small_airport,The Monument Airport,-21.81110001,139.923996,Phosphate Hill
38209,AU-0010,small_airport,Pinjarra Skydiving Airstrip,-32.6665196,115.8817452,Pinjarra
38561,YRBE,small_airport,Robe Airport,-37.17536363,139.8052311,Robe
27926,YROE,small_airport,Roebourne Airport,-20.76169968,117.1569977,Roebourne
27933,YRSY,small_airport,Romsey Airport,-37.391667,144.738333,Romsey
32292,YSHG,small_airport,Shay Gap Airport,-20.42469978,120.14099884033200,Shay Gap
27951,YSGT,small_airport,Singleton Airport,-32.600832,151.193056,Singleton
27983,YTFD,small_airport,Tenterfield Airport,-28.99155004,151.9301033,Tenterfield
32735,YTHI,small_airport,Thistle Island Airport,-35.02470016,136.17999267578100,Thistle Island
32491,YTMY,small_airport,Tobermorey Airport,-22.25580025,137.9530029296880,Tobermorey
32474,AU-TPR,small_airport,Tom Price Airport,-22.74600029,117.8690033,Tom Price
28054,YWKW,small_airport,Warkworth Airport,-32.54912838,151.0242462,Warkworth
28052,YWKH,closed,Wickham Airport,-20.67579239,117.1250725,Wickham
28037,YWDL,small_airport,Wondoola Airport,-18.57500076,140.8919983,Wondoola
31792,YYTA,small_airport,Yalata Mission Airport,-31.47060013,131.8249969482420,Yalata Mission
35338,YXFV,heliport,Newcastle Westpac Base Heliport,-32.92029953,151.7299957,Newcastle
27745,YLVT,closed,"RAAF Williams, Laverton Base",-37.86360168,144.74600219726600,Laverton
327875,OZKL,small_airport,Koralta Station Airpirt,-31.624885,142.296143,
313477,YGDO,small_airport,Gundaroo Airport,-35.0505,149.2559,
317149,YRBK,heliport,Robertson Barracks Heliport,-12.4255,130.9732,
302410,BHT,small_airport,Brighton Downs Airport,-23.36388889,141.5627778,
43232,AU-0029,small_airport,Stirling Range Retreat,-34.31240082,118.18599700927700,
45164,AU-0038,small_airport,Abrolhos North Island,-28.29981667,113.5958,
45165,YRAT,small_airport,Abrolhos Rat Island,-28.7197,113.7845,
314729,AU-0085,small_airport,Nambung Station Private Airstrip,-30.577798,115.225055,
309186,YXBA,heliport,Ballina - Kingsford Smith Park Helipad,-28.8692,153.5713,Ballina
298805,YBAB,small_airport,Baralaba,-24.19357,149.843166,Baralaba
322846,YMST,small_airport,Millstream Station Field,-21.623761,117.081299,Chichester National Park
315620,YCHK,small_airport,Graeme Rowley Aerodrome,-22.3543,119.6426,Christmas Creek Mine
301103,YFDF,small_airport,Fortescue - Dave Forrest Aerodrome,-22.290754,119.437143,Cloudbreak Village
309201,YXDH,heliport,Royal Darwin Hospital Helipad,-12.35284,130.881645,Darwin
322022,AU-0114,small_airport,Denman Farm Strip,-32.379816,150.695005,Denman
327139,YDRN,small_airport,Drouin Airport,-38.208972,145.831097,Drouin
316628,AU-0106,small_airport,Valley View,-28.699218,114.911043,Geraldton
315737,YXHG,heliport,Gold Coast University Hospital Helipad,-27.9595,153.382,Gold Coast
309612,YSMB,small_airport,Somersby Airstrip,-33.3681,151.3,Gosford
